num_attacks,num_ripples,attack_location,ripple_damage
5,9,"[(40.94, 24.87), (14.57, 2.7), (48.16, 30.14), (3.89, 49.96), (2.45, 44.79)]","[28.0, 18.67, 12.44, 8.3, 5.53, 3.69, 2.46, 1.64, 1.09]"
2,6,"[(13.06, 37.9), (43.86, 21.01)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57]"
3,6,"[(43.96, 42.09), (51.47, 23.3), (67.71, 11.5)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57]"
4,7,"[(60.29, 6.14), (4.2, 28.75), (27.37, 24.74), (15.51, 10.34)]","[26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34]"
3,9,"[(61.52, 40.51), (43.71, 2.74), (14.68, 21.31)]","[26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34, 1.56, 1.04]"
4,5,"[(35.33, 46.93), (43.95, 43.38), (13.85, 47.41), (22.5, 49.48)]","[32.0, 21.33, 14.22, 9.48, 6.32]"
3,5,"[(53.53, 14.37), (36.61, 7.1), (32.03, 19.28)]","[22.0, 14.67, 9.78, 6.52, 4.35]"
5,6,"[(26.91, 47.16), (3.33, 12.78), (1.12, 1.17), (49.9, 49.68), (53.77, 32.58)]","[37.33, 24.89, 16.59, 11.06, 7.37, 4.92]"
4,5,"[(47.87, 39.65), (45.14, 34.29), (36.98, 42.16), (15.31, 14.46)]","[19.33, 12.89, 8.59, 5.73, 3.82]"
2,7,"[(63.81, 16.5), (18.78, 39.38)]","[36.0, 24.0, 16.0, 10.67, 7.11, 4.74, 3.16]"
5,8,"[(69.22, 48.52), (68.63, 9.84), (57.74, 11.54), (52.36, 14.42), (41.83, 5.05)]","[19.33, 12.89, 8.59, 5.73, 3.82, 2.55, 1.7, 1.13]"
5,6,"[(21.03, 26.85), (2.76, 36.69), (9.49, 44.84), (43.13, 34.77), (53.92, 27.31)]","[39.33, 26.22, 17.48, 11.65, 7.77, 5.18]"
3,7,"[(47.21, 14.06), (62.8, 41.33), (57.81, 13.85)]","[20.67, 13.78, 9.19, 6.12, 4.08, 2.72, 1.81]"
3,8,"[(4.4, 33.1), (66.02, 34.65), (54.79, 16.41)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99, 1.33]"
4,5,"[(34.01, 6.66), (46.21, 24.48), (30.95, 15.3), (18.59, 8.42)]","[30.0, 20.0, 13.33, 8.89, 5.93]"
3,7,"[(4.11, 20.38), (26.4, 29.78), (48.86, 2.44)]","[19.33, 12.89, 8.59, 5.73, 3.82, 2.55, 1.7]"
5,7,"[(67.02, 13.49), (28.91, 47.85), (51.37, 20.78), (65.24, 1.75), (11.26, 33.81)]","[21.33, 14.22, 9.48, 6.32, 4.21, 2.81, 1.87]"
5,6,"[(60.36, 14.51), (68.18, 40.47), (67.29, 36.94), (16.35, 36.94), (42.31, 13.44)]","[16.67, 11.11, 7.41, 4.94, 3.29, 2.19]"
4,5,"[(59.28, 8.24), (64.07, 20.3), (67.52, 13.57), (65.85, 33.14)]","[26.0, 17.33, 11.56, 7.7, 5.14]"
5,8,"[(2.71, 42.95), (15.37, 31.16), (38.8, 32.95), (4.06, 5.87), (7.02, 5.88)]","[28.67, 19.11, 12.74, 8.49, 5.66, 3.78, 2.52, 1.68]"
3,8,"[(49.86, 25.86), (29.92, 36.95), (9.96, 48.11)]","[21.33, 14.22, 9.48, 6.32, 4.21, 2.81, 1.87, 1.25]"
4,6,"[(3.79, 38.69), (21.82, 19.08), (17.58, 17.91), (4.93, 37.82)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65]"
5,9,"[(60.53, 34.17), (61.76, 3.98), (36.47, 36.58), (1.82, 9.39), (2.35, 43.84)]","[34.0, 22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99, 1.33]"
3,7,"[(18.39, 22.71), (65.44, 21.7), (13.99, 14.26)]","[15.33, 10.22, 6.81, 4.54, 3.03, 2.02, 1.35]"
2,9,"[(52.76, 29.98), (16.77, 43.83)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99, 1.33, 0.88]"
2,9,"[(63.11, 16.94), (21.39, 39.84)]","[32.67, 21.78, 14.52, 9.68, 6.45, 4.3, 2.87, 1.91, 1.27]"
4,5,"[(56.38, 41.25), (56.04, 1.46), (7.37, 5.28), (15.17, 24.37)]","[28.67, 19.11, 12.74, 8.49, 5.66]"
5,7,"[(57.31, 13.23), (51.03, 11.25), (67.54, 24.1), (62.63, 40.28), (23.06, 39.31)]","[20.67, 13.78, 9.19, 6.12, 4.08, 2.72, 1.81]"
3,8,"[(66.06, 38.63), (12.67, 38.57), (35.22, 32.48)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1, 2.07]"
5,6,"[(51.11, 27.38), (69.09, 35.39), (25.98, 9.1), (4.62, 18.61), (52.1, 21.05)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98]"
3,8,"[(33.84, 44.25), (8.3, 36.38), (2.03, 30.84)]","[28.67, 19.11, 12.74, 8.49, 5.66, 3.78, 2.52, 1.68]"
5,9,"[(53.82, 15.77), (31.55, 13.32), (11.73, 26.26), (47.58, 44.87), (15.87, 37.27)]","[40.0, 26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34, 1.56]"
5,9,"[(54.55, 15.69), (7.42, 11.12), (15.17, 36.0), (32.46, 17.02), (47.47, 12.47)]","[27.33, 18.22, 12.15, 8.1, 5.4, 3.6, 2.4, 1.6, 1.07]"
2,5,"[(34.05, 22.53), (29.93, 31.01)]","[38.67, 25.78, 17.19, 11.46, 7.64]"
2,9,"[(27.57, 39.25), (51.61, 4.67)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13, 2.75, 1.83, 1.22]"
4,5,"[(24.19, 47.72), (1.28, 36.76), (62.86, 6.72), (63.72, 40.76)]","[20.67, 13.78, 9.19, 6.12, 4.08]"
3,8,"[(3.04, 44.12), (50.45, 28.32), (64.68, 29.76)]","[29.33, 19.56, 13.04, 8.69, 5.79, 3.86, 2.58, 1.72]"
4,7,"[(61.75, 16.46), (13.11, 1.69), (26.75, 44.31), (69.46, 11.16)]","[14.0, 9.33, 6.22, 4.15, 2.77, 1.84, 1.23]"
3,8,"[(67.14, 29.26), (13.45, 33.07), (29.5, 18.7)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1, 2.07]"
3,9,"[(33.52, 2.12), (4.78, 16.7), (38.0, 32.58)]","[19.33, 12.89, 8.59, 5.73, 3.82, 2.55, 1.7, 1.13, 0.75]"
5,6,"[(19.15, 36.93), (41.78, 43.95), (25.75, 35.37), (38.89, 1.31), (25.79, 36.43)]","[25.33, 16.89, 11.26, 7.51, 5.0, 3.34]"
5,6,"[(16.58, 21.36), (47.42, 2.69), (21.36, 3.17), (39.88, 34.91), (50.22, 1.81)]","[16.67, 11.11, 7.41, 4.94, 3.29, 2.19]"
4,5,"[(3.79, 24.19), (65.24, 41.39), (58.73, 4.59), (25.23, 29.62)]","[38.0, 25.33, 16.89, 11.26, 7.51]"
4,7,"[(37.5, 27.43), (58.5, 19.39), (30.05, 1.55), (10.55, 33.3)]","[17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52]"
5,9,"[(21.37, 35.01), (45.71, 26.28), (67.8, 2.47), (5.54, 10.44), (30.28, 4.57)]","[26.0, 17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52, 1.01]"
5,9,"[(52.83, 2.31), (6.11, 29.89), (35.02, 3.35), (64.15, 4.36), (12.22, 34.85)]","[30.67, 20.44, 13.63, 9.09, 6.06, 4.04, 2.69, 1.79, 1.2]"
4,9,"[(12.72, 45.67), (58.79, 35.28), (44.63, 12.11), (56.54, 21.22)]","[28.0, 18.67, 12.44, 8.3, 5.53, 3.69, 2.46, 1.64, 1.09]"
2,8,"[(53.65, 11.2), (3.25, 20.65)]","[32.67, 21.78, 14.52, 9.68, 6.45, 4.3, 2.87, 1.91]"
3,5,"[(69.39, 20.43), (21.26, 27.24), (6.67, 17.53)]","[33.33, 22.22, 14.81, 9.88, 6.58]"
2,8,"[(10.59, 11.51), (32.55, 44.17)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76, 1.17]"
2,5,"[(68.72, 30.79), (46.9, 31.78)]","[24.0, 16.0, 10.67, 7.11, 4.74]"
4,8,"[(68.44, 1.15), (53.99, 9.74), (23.8, 19.46), (17.15, 31.71)]","[16.0, 10.67, 7.11, 4.74, 3.16, 2.11, 1.4, 0.94]"
3,8,"[(8.54, 42.98), (31.19, 7.79), (37.89, 13.69)]","[23.33, 15.56, 10.37, 6.91, 4.61, 3.07, 2.05, 1.37]"
2,5,"[(22.58, 1.13), (44.56, 18.63)]","[31.33, 20.89, 13.93, 9.28, 6.19]"
2,7,"[(43.44, 8.78), (23.17, 49.76)]","[17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52]"
3,9,"[(6.87, 3.0), (1.36, 23.26), (18.36, 44.98)]","[26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34, 1.56, 1.04]"
5,9,"[(57.94, 6.06), (66.55, 15.38), (41.95, 2.98), (5.84, 43.11), (53.42, 14.13)]","[26.0, 17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52, 1.01]"
2,7,"[(13.59, 31.35), (33.54, 25.53)]","[30.0, 20.0, 13.33, 8.89, 5.93, 3.95, 2.63]"
5,7,"[(29.25, 38.3), (26.15, 46.53), (27.9, 18.88), (52.78, 44.92), (50.45, 21.18)]","[21.33, 14.22, 9.48, 6.32, 4.21, 2.81, 1.87]"
4,6,"[(39.81, 7.77), (58.34, 34.48), (8.85, 46.64), (64.77, 36.61)]","[20.67, 13.78, 9.19, 6.12, 4.08, 2.72]"
3,7,"[(58.6, 10.85), (58.11, 27.21), (67.77, 3.44)]","[27.33, 18.22, 12.15, 8.1, 5.4, 3.6, 2.4]"
4,8,"[(35.1, 43.99), (1.07, 26.16), (4.81, 4.81), (47.45, 13.04)]","[26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34, 1.56]"
5,8,"[(31.5, 12.67), (50.84, 12.36), (32.49, 2.66), (29.09, 11.48), (54.15, 30.94)]","[33.33, 22.22, 14.81, 9.88, 6.58, 4.39, 2.93, 1.95]"
2,6,"[(9.11, 46.05), (59.59, 27.24)]","[29.33, 19.56, 13.04, 8.69, 5.79, 3.86]"
5,5,"[(34.66, 43.55), (15.99, 43.2), (68.63, 4.94), (47.92, 30.04), (20.75, 47.59)]","[13.33, 8.89, 5.93, 3.95, 2.63]"
5,8,"[(27.62, 20.58), (35.56, 19.28), (45.11, 35.44), (4.35, 14.43), (38.62, 39.11)]","[22.0, 14.67, 9.78, 6.52, 4.35, 2.9, 1.93, 1.29]"
3,7,"[(8.18, 31.21), (45.83, 1.08), (1.72, 25.34)]","[14.67, 9.78, 6.52, 4.35, 2.9, 1.93, 1.29]"
5,8,"[(6.28, 22.82), (56.88, 20.19), (54.24, 38.73), (43.01, 26.32), (26.11, 39.04)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99, 1.33]"
5,7,"[(23.25, 44.17), (27.14, 41.29), (19.26, 44.97), (35.91, 40.96), (14.8, 6.43)]","[33.33, 22.22, 14.81, 9.88, 6.58, 4.39, 2.93]"
3,9,"[(23.87, 33.62), (21.89, 43.79), (61.56, 30.23)]","[30.0, 20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76, 1.17]"
4,8,"[(55.82, 2.11), (59.56, 33.84), (23.97, 32.16), (57.92, 29.75)]","[22.0, 14.67, 9.78, 6.52, 4.35, 2.9, 1.93, 1.29]"
3,6,"[(31.78, 12.82), (15.71, 29.89), (62.64, 2.07)]","[37.33, 24.89, 16.59, 11.06, 7.37, 4.92]"
2,7,"[(6.1, 20.42), (68.64, 15.58)]","[16.0, 10.67, 7.11, 4.74, 3.16, 2.11, 1.4]"
3,5,"[(60.2, 25.8), (54.08, 43.12), (36.02, 28.06)]","[20.67, 13.78, 9.19, 6.12, 4.08]"
4,8,"[(32.04, 48.84), (25.12, 5.11), (61.36, 12.12), (14.54, 48.23)]","[27.33, 18.22, 12.15, 8.1, 5.4, 3.6, 2.4, 1.6]"
3,7,"[(26.94, 43.46), (42.98, 41.65), (38.61, 25.28)]","[20.67, 13.78, 9.19, 6.12, 4.08, 2.72, 1.81]"
2,5,"[(65.58, 1.24), (47.04, 11.3)]","[34.0, 22.67, 15.11, 10.07, 6.72]"
4,8,"[(31.96, 21.58), (42.8, 25.76), (42.57, 28.31), (45.67, 37.77)]","[38.67, 25.78, 17.19, 11.46, 7.64, 5.09, 3.39, 2.26]"
3,7,"[(18.49, 5.39), (51.66, 24.35), (49.92, 32.51)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99]"
2,6,"[(69.84, 41.39), (56.97, 18.45)]","[28.67, 19.11, 12.74, 8.49, 5.66, 3.78]"
5,7,"[(50.9, 33.67), (15.46, 19.44), (53.08, 17.34), (24.97, 9.54), (63.06, 38.05)]","[39.33, 26.22, 17.48, 11.65, 7.77, 5.18, 3.45]"
2,9,"[(16.61, 37.58), (8.04, 12.47)]","[24.0, 16.0, 10.67, 7.11, 4.74, 3.16, 2.11, 1.4, 0.94]"
3,6,"[(54.38, 47.43), (58.97, 44.29), (45.43, 15.88)]","[21.33, 14.22, 9.48, 6.32, 4.21, 2.81]"
5,5,"[(36.08, 35.78), (57.49, 4.13), (68.23, 30.75), (35.19, 15.51), (23.36, 25.36)]","[26.67, 17.78, 11.85, 7.9, 5.27]"
5,5,"[(26.61, 4.14), (55.34, 45.19), (29.91, 10.84), (66.63, 2.61), (64.64, 22.84)]","[31.33, 20.89, 13.93, 9.28, 6.19]"
3,8,"[(8.2, 19.49), (43.14, 46.26), (36.53, 14.04)]","[32.0, 21.33, 14.22, 9.48, 6.32, 4.21, 2.81, 1.87]"
4,7,"[(2.9, 35.67), (50.27, 1.36), (16.98, 27.94), (48.91, 24.48)]","[39.33, 26.22, 17.48, 11.65, 7.77, 5.18, 3.45]"
4,7,"[(47.71, 43.78), (34.05, 46.54), (10.32, 10.47), (16.55, 27.04)]","[24.0, 16.0, 10.67, 7.11, 4.74, 3.16, 2.11]"
3,8,"[(1.55, 38.74), (7.91, 34.97), (41.5, 7.62)]","[16.0, 10.67, 7.11, 4.74, 3.16, 2.11, 1.4, 0.94]"
3,7,"[(26.52, 7.97), (13.14, 28.59), (24.31, 3.47)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1]"
4,9,"[(48.4, 2.66), (50.32, 31.21), (53.34, 25.04), (14.6, 20.59)]","[19.33, 12.89, 8.59, 5.73, 3.82, 2.55, 1.7, 1.13, 0.75]"
5,7,"[(35.44, 1.25), (49.18, 37.31), (23.68, 11.57), (45.15, 22.77), (59.56, 11.88)]","[32.0, 21.33, 14.22, 9.48, 6.32, 4.21, 2.81]"
2,5,"[(52.74, 6.59), (51.51, 43.26)]","[34.67, 23.11, 15.41, 10.27, 6.85]"
5,5,"[(11.7, 2.51), (65.76, 6.25), (23.03, 12.36), (17.26, 24.2), (46.16, 20.44)]","[33.33, 22.22, 14.81, 9.88, 6.58]"
4,8,"[(24.57, 7.89), (23.6, 29.64), (1.08, 48.11), (22.28, 35.16)]","[28.67, 19.11, 12.74, 8.49, 5.66, 3.78, 2.52, 1.68]"
3,6,"[(67.27, 16.46), (31.74, 21.95), (13.63, 36.95)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13]"
3,5,"[(46.3, 47.19), (29.28, 34.1), (54.06, 26.63)]","[35.33, 23.56, 15.7, 10.47, 6.98]"
4,6,"[(35.15, 43.43), (50.66, 35.75), (13.86, 21.04), (66.96, 19.24)]","[29.33, 19.56, 13.04, 8.69, 5.79, 3.86]"
5,7,"[(48.73, 15.02), (23.96, 20.94), (38.37, 46.67), (67.44, 48.83), (2.14, 47.72)]","[38.0, 25.33, 16.89, 11.26, 7.51, 5.0, 3.34]"
3,6,"[(24.12, 36.04), (55.47, 42.24), (3.35, 9.55)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63]"
3,9,"[(61.26, 28.07), (51.22, 19.08), (5.07, 2.95)]","[30.67, 20.44, 13.63, 9.09, 6.06, 4.04, 2.69, 1.79, 1.2]"
5,6,"[(16.92, 48.43), (61.19, 15.5), (49.66, 28.75), (12.87, 24.17), (28.34, 17.62)]","[18.67, 12.44, 8.3, 5.53, 3.69, 2.46]"
3,7,"[(56.83, 4.93), (23.19, 16.56), (30.93, 13.49)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1]"
2,5,"[(4.82, 4.57), (41.89, 19.25)]","[30.0, 20.0, 13.33, 8.89, 5.93]"
2,5,"[(52.72, 2.19), (57.57, 36.24)]","[34.0, 22.67, 15.11, 10.07, 6.72]"
3,5,"[(56.3, 10.2), (69.57, 48.14), (48.9, 31.26)]","[39.33, 26.22, 17.48, 11.65, 7.77]"
3,9,"[(66.17, 28.26), (3.68, 21.15), (40.57, 36.36)]","[18.67, 12.44, 8.3, 5.53, 3.69, 2.46, 1.64, 1.09, 0.73]"
3,9,"[(53.9, 11.1), (36.65, 14.24), (21.27, 14.39)]","[17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52, 1.01, 0.68]"
4,9,"[(67.81, 21.47), (20.44, 9.06), (32.19, 9.37), (34.47, 21.35)]","[28.67, 19.11, 12.74, 8.49, 5.66, 3.78, 2.52, 1.68, 1.12]"
2,7,"[(62.44, 25.13), (38.85, 32.28)]","[18.0, 12.0, 8.0, 5.33, 3.56, 2.37, 1.58]"
2,6,"[(18.9, 34.52), (20.82, 41.34)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98]"
2,5,"[(33.39, 41.63), (37.63, 13.1)]","[36.67, 24.44, 16.3, 10.86, 7.24]"
2,9,"[(20.88, 47.02), (58.02, 1.12)]","[27.33, 18.22, 12.15, 8.1, 5.4, 3.6, 2.4, 1.6, 1.07]"
5,6,"[(55.37, 7.11), (25.68, 10.66), (12.7, 43.79), (22.04, 37.07), (66.24, 48.29)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98]"
4,6,"[(37.78, 18.94), (32.2, 17.4), (54.96, 49.23), (56.3, 47.85)]","[29.33, 19.56, 13.04, 8.69, 5.79, 3.86]"
5,9,"[(25.09, 39.13), (54.89, 43.8), (52.21, 28.83), (47.52, 47.47), (68.39, 31.1)]","[16.0, 10.67, 7.11, 4.74, 3.16, 2.11, 1.4, 0.94, 0.62]"
3,8,"[(11.02, 27.51), (39.18, 8.36), (10.96, 4.56)]","[27.33, 18.22, 12.15, 8.1, 5.4, 3.6, 2.4, 1.6]"
2,6,"[(40.02, 5.37), (57.34, 12.46)]","[30.0, 20.0, 13.33, 8.89, 5.93, 3.95]"
2,9,"[(19.75, 16.2), (33.15, 39.46)]","[32.67, 21.78, 14.52, 9.68, 6.45, 4.3, 2.87, 1.91, 1.27]"
3,8,"[(42.1, 17.26), (58.75, 8.8), (56.04, 39.53)]","[36.0, 24.0, 16.0, 10.67, 7.11, 4.74, 3.16, 2.11]"
3,5,"[(29.86, 21.99), (23.19, 9.14), (31.05, 38.61)]","[22.67, 15.11, 10.07, 6.72, 4.48]"
2,7,"[(48.61, 27.04), (3.26, 20.48)]","[36.67, 24.44, 16.3, 10.86, 7.24, 4.83, 3.22]"
2,7,"[(3.82, 39.13), (37.9, 40.14)]","[32.0, 21.33, 14.22, 9.48, 6.32, 4.21, 2.81]"
3,5,"[(42.02, 20.13), (20.29, 7.51), (42.02, 16.75)]","[28.67, 19.11, 12.74, 8.49, 5.66]"
4,6,"[(25.7, 10.86), (21.36, 30.66), (17.37, 31.1), (21.41, 5.76)]","[14.67, 9.78, 6.52, 4.35, 2.9, 1.93]"
5,8,"[(6.65, 15.87), (54.1, 27.45), (51.03, 34.66), (49.73, 12.97), (24.47, 14.69)]","[38.0, 25.33, 16.89, 11.26, 7.51, 5.0, 3.34, 2.22]"
3,5,"[(56.13, 29.32), (69.53, 26.12), (8.36, 31.6)]","[14.67, 9.78, 6.52, 4.35, 2.9]"
